Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
22-09-2018 12:30,Fulham,1.4,1.2,Watford,Martin Atkinson,0.7,1,Low,Moderate,Low,High,High,Home,1,2,Away
22-09-2018 15:00,Crystal Palace,2.7,0.7,Newcastle Utd,Andre Marriner,2.5,0.5,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
22-09-2018 15:00,Cardiff City,2.5,2,Manchester City,Michael Oliver,2,1.7,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
22-09-2018 15:00,Liverpool,1.2,0.6,Southampton,Paul Tierney,0.7,0.4,Moderate,Moderate,Moderate,High,Low,Away,2,2,Draw
22-09-2018 15:00,Burnley,2.9,1,Bournemouth,Anthony Taylor,1.7,0.2,Low,Moderate,Moderate,Moderate,Moderate,Away,1,1,Draw
22-09-2018 15:00,Manchester Utd,1.3,1,Wolves,Kevin Friend,1.1,0.8,Low,Low,Moderate,Moderate,Low,Home,1,1,Draw
22-09-2018 17:30,Brighton,1.5,1.8,Tottenham,Chris Kavanagh,0.7,0.8,Low,High,Low,High,Moderate,Away,1,1,Draw
23-09-2018 13:30,West Ham,1.6,0.2,Chelsea,Mike Dean,0.9,0.2,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
23-09-2018 16:00,Arsenal,0.1,2.5,Everton,Jonathan Moss,0.1,0.8,Low,Low,Low,High,Low,Away,0,5,Away
29-09-2018 12:30,West Ham,1.5,0.8,Manchester Utd,Michael Oliver,0.9,0.3,Low,Moderate,Low,High,High,Away,1,2,Away
29-09-2018 15:00,Newcastle Utd,1.7,1.7,Leicester City,Simon Hooper,1.3,1.3,Moderate,High,Low,High,Low,Home,2,2,Draw
29-09-2018 15:00,Everton,1.2,1.3,Fulham,Roger East,0.8,1.1,Low,Low,Moderate,High,Low,Home,2,0,Home
29-09-2018 15:00,Wolves,1.8,1.2,Southampton,Stuart Attwell,0.7,0.7,Moderate,Low,Moderate,Moderate,Low,Home,2,1,Home
29-09-2018 15:00,Arsenal,0.9,0.2,Watford,Anthony Taylor,1.3,1.2,Moderate,Moderate,Low,High,Low,Home,0,0,Draw
29-09-2018 15:00,Manchester City,0.5,1.2,Brighton,Lee Mason,0.4,0.5,Low,Low,Low,High,Low,Home,1,1,Draw
29-09-2018 17:30,Chelsea,1.6,1.5,Liverpool,Andre Marriner,1,1.1,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
30-09-2018 16:00,Cardiff City,0.5,1.3,Burnley,Martin Atkinson,0.3,0.5,Moderate,Moderate,Low,High,Moderate,Away,0,1,Away
01-10-2018 20:00,Bournemouth,1.5,1.6,Crystal Palace,Mike Dean,1.2,0.8,Moderate,Moderate,Moderate,Moderate,Low,Home,1,1,Draw
05-10-2018 20:00,Brighton,2.2,0.4,West Ham,Kevin Friend,1.3,0.2,Low,High,Moderate,Moderate,Moderate,Home,2,0,Home
06-10-2018 15:00,Leicester City,2.1,1.1,Everton,Andre Marriner,1.5,0.4,Moderate,Low,Low,Moderate,High,Home,1,1,Draw
06-10-2018 15:00,Tottenham,0.4,2,Cardiff City,Mike Dean,0.3,1.9,Low,Moderate,Moderate,Moderate,Moderate,Away,0,4,Away
06-10-2018 15:00,Watford,2.2,0.6,Bournemouth,Jonathan Moss,2.2,0.6,High,Low,Moderate,Moderate,Low,Away,2,1,Home
06-10-2018 15:00,Crystal Palace,2.2,1.6,Wolves,Michael Oliver,1,0.7,Moderate,Moderate,Low,High,Low,Away,3,3,Draw
06-10-2018 17:30,Manchester Utd,2.4,1.3,Newcastle Utd,Anthony Taylor,0.3,1,Low,Low,Moderate,High,Low,Home,3,1,Home
07-10-2018 12:00,Fulham,0.3,0.7,Arsenal,Paul Tierney,0.3,0.6,Low,Low,Low,High,Low,Away,1,1,Draw
07-10-2018 14:15,Southampton,0.9,2.1,Chelsea,Craig Pawson,0.7,1.4,Low,High,Low,Moderate,Low,Away,1,3,Away
07-10-2018 16:30,Liverpool,1.5,3.7,Manchester City,Martin Atkinson,1.5,3.6,Moderate,Moderate,Moderate,High,Moderate,Away,2,5,Away
20-10-2018 12:30,Chelsea,3,1.5,Manchester Utd,Mike Dean,2.1,0.5,Low,Low,Low,Low,Low,Away,3,0,Home
20-10-2018 15:00,Bournemouth,0.5,0.5,Southampton,Lee Probert,0.8,0.8,Low,Low,Low,High,Moderate,Home,2,0,Home
20-10-2018 15:00,Manchester City,0.8,0.7,Burnley,Jonathan Moss,0.5,0.6,Low,Low,Low,High,Low,Home,2,0,Home
20-10-2018 15:00,West Ham,1.2,2,Tottenham,Martin Atkinson,1.1,1.4,Moderate,Moderate,Low,High,Low,Home,2,3,Away
20-10-2018 15:00,Newcastle Utd,1.4,2.5,Brighton,Andre Marriner,0.2,1.5,Low,Low,Low,High,Low,Home,2,1,Home
20-10-2018 15:00,Wolves,0.5,1.4,Watford,Lee Mason,0.4,1.1,Moderate,Moderate,Low,Moderate,Moderate,Away,0,3,Away
20-10-2018 15:00,Cardiff City,1.9,0.5,Fulham,Kevin Friend,2.3,0.9,Low,Low,Low,Moderate,Moderate,Away,3,0,Home
21-10-2018 16:00,Everton,0.7,1.6,Crystal Palace,Anthony Taylor,0.5,1.7,Low,Low,Low,High,Low,Home,1,5,Away
22-10-2018 20:00,Arsenal,1.3,0.9,Leicester City,Chris Kavanagh,0.9,0.7,Low,Moderate,Moderate,High,Low,Away,1,0,Home
27-10-2018 15:00,Brighton,1.2,0.4,Wolves,Anthony Taylor,0.7,0.2,Low,Moderate,Low,Moderate,Low,Away,0,0,Draw
27-10-2018 15:00,Southampton,0.4,2.2,Newcastle Utd,Chris Kavanagh,0.3,2.1,Low,Low,Moderate,Moderate,Moderate,Away,0,3,Away
27-10-2018 15:00,Fulham,2.1,1.3,Bournemouth,Andre Marriner,1.8,0.4,Low,Low,Moderate,Moderate,Moderate,Home,2,1,Home
27-10-2018 15:00,Liverpool,0.5,2,Cardiff City,Stuart Attwell,1.5,0.2,Low,Moderate,Moderate,High,Moderate,Away,1,0,Home
27-10-2018 17:30,Leicester City,0.6,1.2,West Ham,Michael Oliver,0.6,1,High,Moderate,Low,High,Low,Home,1,1,Draw
28-10-2018 13:30,Burnley,4.3,0.8,Chelsea,Craig Pawson,3.1,0.7,High,High,Moderate,High,Low,Away,3,1,Home
28-10-2018 13:30,Crystal Palace,1,1.5,Arsenal,Martin Atkinson,0.9,1.4,Moderate,High,Moderate,Moderate,Low,Home,0,3,Away
28-10-2018 16:00,Manchester Utd,1.6,1.3,Everton,Jonathan Moss,1,1.1,Moderate,Moderate,Low,Moderate,Low,Away,1,2,Away
29-10-2018 20:00,Tottenham,2.4,1.2,Manchester City,Kevin Friend,1.4,1,Moderate,High,Moderate,High,Low,Home,1,1,Draw
03-11-2018 12:30,Bournemouth,1.1,1.2,Manchester Utd,Paul Tierney,0.4,0.8,Moderate,High,Low,High,Low,Away,1,1,Draw
03-11-2018 15:00,Cardiff City,1.2,0.7,Leicester City,Lee Probert,0.5,0.7,Low,Moderate,Moderate,High,Low,Home,2,0,Home
03-11-2018 15:00,Everton,0.7,0.9,Brighton,David Coote,0.4,0.7,Low,Moderate,Low,Moderate,Moderate,Home,0,0,Draw
03-11-2018 15:00,Newcastle Utd,0.8,0.2,Watford,Craig Pawson,0.5,0.2,Low,Low,Low,High,Moderate,Home,1,1,Draw
03-11-2018 15:00,West Ham,2.9,0.1,Burnley,Roger East,2.3,0.1,Low,Moderate,Moderate,Moderate,Moderate,Away,2,2,Draw
03-11-2018 17:30,Arsenal,2.1,1.5,Liverpool,Andre Marriner,1.1,0.6,Moderate,Moderate,Low,High,Low,Home,2,1,Home
03-11-2018 19:45,Wolves,1,0.6,Tottenham,Mike Dean,0.6,0.5,Moderate,Moderate,Low,High,Low,Home,1,0,Home
04-11-2018 15:00,Manchester City,0.4,2.5,Southampton,Lee Mason,0.3,1.6,Low,Low,Low,High,Moderate,Home,0,3,Away
04-11-2018 16:00,Chelsea,1.3,0.5,Crystal Palace,Michael Oliver,1,0.2,Low,Low,Low,High,Low,Away,1,1,Draw
10-11-2018 12:30,Cardiff City,0.2,0.9,Brighton,Martin Atkinson,1.3,0.3,Moderate,Moderate,Low,High,Low,Away,0,1,Away
10-11-2018 15:00,Newcastle Utd,0.5,2.2,Bournemouth,Lee Probert,0.5,1,Moderate,High,Moderate,High,Moderate,Away,0,2,Away
10-11-2018 15:00,Leicester City,2.1,1.3,Burnley,Mike Dean,1.7,1.2,Low,Low,Low,Moderate,Low,Away,2,3,Away
10-11-2018 15:00,Southampton,1.2,1.8,Watford,Simon Hooper,0.8,1.9,Low,Low,High,Low,Low,Home,2,2,Draw
10-11-2018 17:30,Crystal Palace,1.6,0.2,Tottenham,Jonathan Moss,0.9,0.2,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
11-11-2018 12:00,Liverpool,2.3,0.4,Fulham,Paul Tierney,2.1,0.1,Low,Low,Moderate,High,Moderate,Home,5,0,Home
11-11-2018 14:15,Chelsea,2.3,0.2,Everton,Kevin Friend,2.2,0.2,Moderate,Low,Low,High,Low,Away,3,0,Home
11-11-2018 16:30,Arsenal,1.9,1.4,Wolves,Stuart Attwell,1.2,1.2,Moderate,High,Low,High,Low,Away,3,2,Home
11-11-2018 16:30,Manchester City,0.9,1.7,Manchester Utd,Anthony Taylor,0.7,1.1,Low,Moderate,Low,High,Low,Home,0,2,Away
24-11-2018 15:00,Manchester Utd,1.1,0.8,Crystal Palace,Lee Mason,0.9,0.4,Low,Low,Moderate,Moderate,Moderate,Away,1,1,Draw
24-11-2018 15:00,Fulham,1,0.8,Southampton,Michael Oliver,0.7,0.7,Low,Low,Moderate,Moderate,Low,Away,1,0,Home
24-11-2018 15:00,West Ham,2.4,0.3,Manchester City,Andre Marriner,1.2,0.2,Moderate,Low,Low,Moderate,High,Away,3,0,Home
24-11-2018 15:00,Brighton,0.6,0.7,Leicester City,Chris Kavanagh,0.6,0.7,Low,Low,Low,High,Moderate,Home,1,0,Home
24-11-2018 15:00,Everton,2.5,0.9,Cardiff City,Paul Tierney,1.9,0.8,Moderate,Moderate,Moderate,High,Moderate,Away,3,1,Home
24-11-2018 15:00,Watford,0.2,1.9,Liverpool,Jonathan Moss,0.2,1,High,Moderate,Low,High,Low,Home,2,2,Draw
24-11-2018 17:30,Tottenham,2.9,0.4,Chelsea,Martin Atkinson,1.6,0.4,Moderate,Moderate,Low,High,Low,Home,2,2,Draw
25-11-2018 13:30,Bournemouth,1,1.1,Arsenal,Craig Pawson,0.6,1,Moderate,Low,Moderate,Moderate,Moderate,Away,1,2,Away
26-11-2018 20:30,Burnley,1,0.5,Newcastle Utd,Anthony Taylor,0.8,0.5,Moderate,Low,Moderate,Moderate,Moderate,Away,0,2,Away
30-11-2018 20:00,Cardiff City,1.8,0.6,Wolves,Andre Marriner,0.4,1.2,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
01-12-2018 15:00,Newcastle Utd,1.4,0.8,West Ham,Paul Tierney,0.3,0.3,Moderate,Low,Moderate,Moderate,Moderate,Away,2,1,Home
01-12-2018 15:00,Crystal Palace,1.6,1,Burnley,Lee Probert,1.5,0.9,Low,Low,High,Low,Low,Away,2,2,Draw
01-12-2018 15:00,Leicester City,3.1,0.3,Watford,Graham Scott,2.4,0.2,Moderate,High,Low,High,Low,Home,7,0,Home
01-12-2018 15:00,Manchester City,1,0.9,Bournemouth,Stuart Attwell,1,0.1,Low,Low,Moderate,Moderate,Low,Away,1,0,Home
01-12-2018 17:30,Southampton,1.6,1.5,Manchester Utd,Kevin Friend,1,1.1,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
02-12-2018 12:00,Chelsea,0.8,0.9,Fulham,Craig Pawson,0.7,0.9,Low,Moderate,Low,High,Low,Away,1,2,Away
02-12-2018 14:05,Arsenal,0.9,0.7,Tottenham,Mike Dean,0.5,0.5,Low,Low,Moderate,Moderate,High,Home,0,0,Draw
02-12-2018 16:15,Liverpool,0.7,2.6,Everton,Chris Kavanagh,0.5,1,Moderate,Moderate,Moderate,Moderate,Low,Away,0,3,Away
04-12-2018 19:45,West Ham,1.1,1.2,Cardiff City,Graham Scott,0.4,0.8,Moderate,High,Low,High,Low,Away,1,1,Draw
04-12-2018 19:45,Brighton,0.4,2,Crystal Palace,Kevin Friend,0.2,1.4,Low,Low,Moderate,High,Moderate,Home,0,3,Away
04-12-2018 20:00,Watford,1.9,2.1,Manchester City,Paul Tierney,1.5,1.6,Low,Low,Moderate,High,Low,Home,1,3,Away
05-12-2018 19:45,Wolves,0.4,1.9,Chelsea,Jonathan Moss,0.3,0.9,Moderate,Moderate,Moderate,Moderate,Moderate,Away,1,2,Away
05-12-2018 19:45,Fulham,0.6,1.4,Leicester City,David Coote,0.5,1.4,Low,Low,Moderate,High,Moderate,Home,1,2,Away
05-12-2018 19:45,Burnley,1.8,0.9,Liverpool,Stuart Attwell,1.6,0.5,Moderate,Moderate,Moderate,High,Moderate,Away,1,1,Draw
05-12-2018 19:45,Everton,1.8,1.5,Newcastle Utd,Lee Mason,1.2,0.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
05-12-2018 20:00,Manchester Utd,2.3,1,Arsenal,Andre Marriner,2.6,0.9,Low,Moderate,Moderate,High,Moderate,Home,1,1,Draw
05-12-2018 20:00,Tottenham,1.7,2.7,Southampton,Anthony Taylor,1,2.6,Moderate,Moderate,Low,Moderate,Low,Home,0,2,Away
08-12-2018 12:30,Bournemouth,0.5,1.4,Liverpool,Lee Mason,0.4,1.3,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
08-12-2018 15:00,West Ham,2.1,1,Crystal Palace,Anthony Taylor,2,0.2,Low,Low,Low,High,Moderate,Home,3,1,Home
08-12-2018 15:00,Manchester Utd,1.4,0.9,Fulham,Lee Probert,0.3,0.2,Moderate,Low,Low,High,Moderate,Away,3,2,Home
08-12-2018 15:00,Burnley,0.7,2.6,Brighton,Martin Atkinson,0.2,2,Moderate,Moderate,Low,High,Low,Away,0,2,Away
08-12-2018 15:00,Cardiff City,1.6,0.6,Southampton,Jonathan Moss,1.4,0.5,Low,High,Moderate,High,Low,Home,2,0,Home
08-12-2018 17:30,Chelsea,2.4,0.7,Manchester City,Michael Oliver,2.1,0.5,Low,Low,Low,High,Moderate,Away,3,0,Home
08-12-2018 19:45,Leicester City,2.8,1.6,Tottenham,Craig Pawson,0.9,0.9,Low,Low,Moderate,Low,Low,Home,5,3,Home
09-12-2018 16:00,Newcastle Utd,1.8,0.8,Wolves,Mike Dean,1.7,0.5,Low,Moderate,Moderate,Moderate,Low,Home,2,2,Draw
10-12-2018 20:00,Everton,1.3,1.5,Watford,Kevin Friend,0.8,1.3,Moderate,Moderate,Low,High,Low,Away,0,4,Away
15-12-2018 12:30,Manchester City,2.2,0.4,Everton,Craig Pawson,2,0.3,Moderate,High,Low,High,Low,Home,0,0,Draw
15-12-2018 15:00,Watford,1.6,2.9,Cardiff City,Andy Madley,0.6,0.9,Low,Low,Moderate,Moderate,Low,Away,0,3,Away
15-12-2018 15:00,Tottenham,0.9,1.2,Burnley,Graham Scott,1.4,0.7,Low,Moderate,Low,High,Low,Home,0,0,Draw
15-12-2018 15:00,Crystal Palace,1.6,1.8,Leicester City,Michael Oliver,1.5,1.3,Low,Moderate,Moderate,High,Moderate,Home,1,4,Away
15-12-2018 15:00,Wolves,1,1.1,Bournemouth,Simon Hooper,0.9,0.8,Moderate,High,Low,High,Moderate,Away,2,1,Home
15-12-2018 17:30,Fulham,1.4,1.2,West Ham,Mike Dean,0.7,0.8,Moderate,Moderate,Moderate,High,Low,Home,1,1,Draw
16-12-2018 13:30,Southampton,0.5,1,Arsenal,Chris Kavanagh,0.4,0.9,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
16-12-2018 13:30,Brighton,1,0.5,Chelsea,Stuart Attwell,1,0.4,Low,Low,Low,High,Moderate,Home,1,1,Draw
16-12-2018 16:00,Liverpool,1.4,1.2,Manchester Utd,Martin Atkinson,0.7,0.5,Low,Moderate,Moderate,Moderate,Low,Home,3,1,Home
21-12-2018 20:00,Wolves,1.2,1.5,Liverpool,Craig Pawson,1.1,0.2,Moderate,Moderate,Moderate,High,Moderate,Away,3,1,Home
22-12-2018 12:30,Arsenal,1.2,0.5,Burnley,Kevin Friend,1.1,0.5,Moderate,Moderate,Low,High,Low,Home,2,0,Home
22-12-2018 15:00,Bournemouth,1.5,1,Brighton,Mike Dean,1.4,1,Moderate,High,Moderate,High,Moderate,Away,2,2,Draw
22-12-2018 15:00,Manchester City,3.5,0.3,Crystal Palace,Andre Marriner,1,1.1,Low,Moderate,Low,Moderate,High,Home,2,0,Home
22-12-2018 15:00,West Ham,0.5,0.6,Watford,Lee Mason,0.3,0.6,Moderate,High,Low,High,Moderate,Home,0,0,Draw
22-12-2018 15:00,Chelsea,1.2,2.3,Leicester City,Lee Probert,1.1,2.1,Low,Low,Moderate,High,Moderate,Home,0,2,Away
22-12-2018 15:00,Newcastle Utd,2,1.7,Fulham,Martin Atkinson,1.4,1.6,Moderate,High,Low,High,Low,Away,1,3,Away
22-12-2018 17:30,Cardiff City,1.3,0.4,Manchester Utd,Michael Oliver,1.2,0.3,Moderate,Low,Low,Moderate,Low,Home,2,0,Home
23-12-2018 16:00,Everton,1.3,0.7,Tottenham,Paul Tierney,1.2,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,1,Draw
26-12-2018 12:30,Fulham,1.7,0.9,Wolves,Andre Marriner,1.7,0.6,Low,Moderate,Moderate,High,Moderate,Home,1,4,Away
26-12-2018 15:00,Burnley,3.4,0.4,Everton,Michael Oliver,1.9,0.4,Moderate,High,Moderate,High,Low,Home,4,0,Home
26-12-2018 15:00,Liverpool,0.6,1.2,Newcastle Utd,Graham Scott,0.5,0.3,Moderate,Moderate,Moderate,High,Moderate,Away,1,1,Draw
26-12-2018 15:00,Leicester City,2.8,0.6,Manchester City,Mike Dean,0.1,1.8,Low,Moderate,Moderate,High,Moderate,Away,2,0,Home
26-12-2018 15:00,Tottenham,1.7,2,Bournemouth,Chris Kavanagh,1.3,1.7,Low,Moderate,Moderate,Moderate,High,Home,1,2,Away
26-12-2018 15:00,Crystal Palace,1.3,0.2,Cardiff City,Lee Probert,0.8,0.1,Low,High,Moderate,Moderate,Low,Away,3,0,Home
26-12-2018 17:15,Brighton,0.5,1.3,Arsenal,Anthony Taylor,0.2,1,High,Moderate,Moderate,Moderate,Moderate,Away,1,3,Away
26-12-2018 19:30,Watford,2.2,0.6,Chelsea,Martin Atkinson,1.7,0.3,Low,Low,Low,High,Low,Home,2,0,Home
27-12-2018 19:45,Southampton,0.8,0.2,West Ham,Craig Pawson,0.5,0.2,Low,Low,Low,High,Moderate,Home,1,1,Draw
29-12-2018 15:00,Watford,0.4,4.6,Newcastle Utd,Roger East,0.4,3.6,High,High,Low,Moderate,Moderate,Away,0,4,Away
29-12-2018 15:00,Brighton,2,1.1,Everton,Andy Madley,1.4,1,Moderate,Moderate,Moderate,Moderate,Moderate,Away,3,0,Home
29-12-2018 15:00,Leicester City,0.4,1.1,Cardiff City,Simon Hooper,0.4,1.1,Moderate,Moderate,Low,High,Low,Away,1,1,Draw
29-12-2018 15:00,Tottenham,1.9,1.1,Wolves,Stuart Attwell,1.7,0.7,Low,Moderate,Moderate,Moderate,Low,Home,3,0,Home
29-12-2018 17:30,Liverpool,1.5,1.8,Arsenal,Michael Oliver,0.7,0.8,Low,Low,Moderate,Moderate,Moderate,Away,2,1,Home
30-12-2018 12:00,Crystal Palace,0.3,2,Chelsea,Craig Pawson,0.3,1.9,Low,Moderate,Moderate,Moderate,Moderate,Home,0,2,Away
30-12-2018 14:15,Southampton,2.5,0.5,Manchester City,Paul Tierney,2.5,0.3,Low,High,Low,Moderate,Low,Home,4,1,Home
30-12-2018 14:15,Burnley,1.7,1.7,West Ham,David Coote,1.3,1.3,Moderate,High,Low,High,Low,Home,2,2,Draw
30-12-2018 16:30,Manchester Utd,0.8,1.1,Bournemouth,Lee Mason,2.3,0.7,Moderate,High,Low,High,Low,Home,1,1,Draw
01-01-2019 12:30,Everton,1.3,1.2,Leicester City,Martin Atkinson,1.4,1.5,Low,Low,Moderate,High,Moderate,Home,2,0,Home
01-01-2019 15:00,Arsenal,1.9,0.5,Fulham,Graham Scott,1.8,0.5,Moderate,High,Low,High,Low,Home,3,0,Home
01-01-2019 17:30,Cardiff City,1.5,1.3,Tottenham,Kevin Friend,1.6,1,High,High,Moderate,Moderate,Moderate,Home,3,1,Home
02-01-2019 19:45,Wolves,2.2,1.8,Crystal Palace,Roger East,2,1.8,Moderate,High,Moderate,High,Low,Home,1,1,Draw
