Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
01-09-2018 17:30,Manchester City,2.0,0.5,Newcastle Utd,Kevin Friend,0.8,1.6,Low,Moderate,Moderate,Moderate,Low,Home,2,1,Home
02-09-2018 13:30,Cardiff City,1.0,1.7,Arsenal,Anthony Taylor,0.6,1.1,Low,Low,Moderate,High,Moderate,Home,2,3,Away
02-09-2018 16:00,Watford,0.4,0.6,Tottenham,Andre Marriner,3.9,0.3,Low,Moderate,Moderate,Low,Low,Away,2,1,Home
02-09-2018 16:00,Burnley,0.8,2.5,Manchester Utd,Jonathan Moss,0.6,0.6,Low,Moderate,Moderate,Moderate,Low,Home,0,2,Away
15-09-2018 12:30,Tottenham,1.0,2.6,Liverpool,Michael Oliver,1.4,1.2,Low,Moderate,Moderate,Moderate,Low,Away,1,2,Away
15-09-2018 15:00,Manchester City,4.8,0.4,Fulham,Stuart Attwell,1.6,0.7,Low,Moderate,Moderate,High,Low,Away,3,0,Home
15-09-2018 15:00,Newcastle Utd,0.4,1.0,Arsenal,Lee Probert,2.2,0.1,Low,Moderate,Moderate,Moderate,Low,Home,1,2,Away
15-09-2018 15:00,Bournemouth,2.3,2.3,Leicester City,Craig Pawson,1.0,1.2,Low,Low,Moderate,Moderate,Low,Away,4,2,Home
15-09-2018 15:00,Chelsea,2.6,0.7,Cardiff City,Jonathan Moss,0.6,0.7,Low,Low,Moderate,Moderate,Low,Home,4,1,Home
15-09-2018 17:30,Watford,1.3,1.9,Manchester Utd,Mike Dean,1.6,0.7,Low,Low,Moderate,Moderate,Low,Home,1,2,Away
16-09-2018 13:30,Wolves,2.6,0.3,Burnley,Andre Marriner,0.5,0.2,Low,Low,Moderate,High,Moderate,Away,1,0,Home
16-09-2018 16:00,Everton,1.4,1.2,West Ham,Martin Atkinson,0.1,1.6,Low,Moderate,Moderate,High,Moderate,Away,1,3,Away
17-09-2018 20:00,Southampton,2.0,1.4,Brighton,Anthony Taylor,0.4,0.3,Low,Low,Moderate,Moderate,Low,Home,2,2,Draw
22-09-2018 12:30,Fulham,1.7,1.4,Watford,Martin Atkinson,0.3,0.9,Moderate,Moderate,Moderate,High,Low,Away,1,1,Draw
22-09-2018 15:00,Crystal Palace,0.9,0.2,Newcastle Utd,Andre Marriner,1.5,0.5,Low,Moderate,Moderate,High,Low,Away,0,0,Draw
22-09-2018 15:00,Cardiff City,0.1,2.5,Manchester City,Michael Oliver,0.7,1.1,Low,Low,Moderate,High,Moderate,Away,0,5,Away
22-09-2018 15:00,Liverpool,1.7,0.3,Southampton,Paul Tierney,1.0,1.3,Low,High,Moderate,High,Low,Away,3,0,Home
22-09-2018 15:00,Burnley,2.1,1.0,Bournemouth,Anthony Taylor,0.7,0.8,Moderate,Moderate,Moderate,Moderate,Low,Home,4,0,Home
22-09-2018 15:00,Manchester Utd,0.6,1.0,Wolves,Kevin Friend,1.4,0.5,Moderate,Moderate,Moderate,High,Low,Home,1,1,Draw
22-09-2018 17:30,Brighton,0.8,1.9,Tottenham,Chris Kavanagh,1.5,0.5,Moderate,Low,Moderate,High,Low,Home,1,2,Away
23-09-2018 13:30,West Ham,1.0,1.5,Chelsea,Mike Dean,1.5,0.4,Moderate,Low,Low,High,Low,Home,0,0,Draw
23-09-2018 16:00,Arsenal,0.8,0.8,Everton,Jonathan Moss,1.0,2.3,Low,Moderate,Moderate,Moderate,Moderate,Home,2,0,Home
29-09-2018 12:30,West Ham,1.4,0.7,Manchester Utd,Michael Oliver,0.2,0.6,Moderate,High,Moderate,Moderate,Low,Away,3,1,Home
29-09-2018 15:00,Newcastle Utd,0.4,1.3,Leicester City,Simon Hooper,1.0,1.5,Low,Moderate,Moderate,Moderate,High,Away,0,2,Away
29-09-2018 15:00,Everton,2.3,0.5,Fulham,Roger East,1.0,0.3,Moderate,Moderate,Moderate,Moderate,Moderate,Home,3,0,Home
29-09-2018 15:00,Wolves,1.6,0.8,Southampton,Stuart Attwell,0.9,0.3,Low,Low,Moderate,Moderate,Low,Away,2,0,Home
29-09-2018 15:00,Arsenal,1.4,2.8,Watford,Anthony Taylor,1.1,1.2,Moderate,Low,Moderate,Moderate,Low,Home,2,0,Home
29-09-2018 15:00,Manchester City,2.7,0.2,Brighton,Lee Mason,0.9,0.7,Low,High,Moderate,Moderate,Moderate,Home,2,0,Home
29-09-2018 17:30,Chelsea,1.1,1.6,Liverpool,Andre Marriner,1.2,0.7,Moderate,Moderate,Moderate,Moderate,Low,Away,1,1,Draw
30-09-2018 16:00,Cardiff City,1.7,0.3,Burnley,Martin Atkinson,0.8,2.0,Low,Moderate,Moderate,Moderate,Moderate,Away,1,2,Away
01-10-2018 20:00,Bournemouth,1.8,0.4,Crystal Palace,Mike Dean,0.5,0.7,Low,Low,Moderate,High,Moderate,Home,2,1,Home
05-10-2018 20:00,Brighton,1.2,1.4,West Ham,Kevin Friend,1.3,0.7,Moderate,Moderate,Moderate,High,Low,Home,1,0,Home
06-10-2018 15:00,Leicester City,0.9,1.3,Everton,Andre Marriner,0.7,2.7,Low,Low,Low,High,Moderate,Away,1,2,Away
06-10-2018 15:00,Tottenham,2.0,1.2,Cardiff City,Mike Dean,0.8,0.3,Low,Moderate,Low,High,Moderate,Home,1,0,Home
06-10-2018 15:00,Watford,1.0,3.2,Bournemouth,Jonathan Moss,0.7,0.4,Low,Moderate,Low,High,Moderate,Home,0,4,Away
06-10-2018 15:00,Crystal Palace,1.4,0.7,Wolves,Michael Oliver,3.3,0.3,Moderate,Low,Low,High,Moderate,Away,0,1,Away
06-10-2018 17:30,Manchester Utd,1.9,1.6,Newcastle Utd,Anthony Taylor,0.7,0.7,Low,Low,Moderate,Moderate,Low,Home,3,2,Home
07-10-2018 12:00,Fulham,1.4,1.1,Arsenal,Paul Tierney,1.0,0.5,Low,Low,Moderate,Moderate,Low,Away,1,5,Away
07-10-2018 14:15,Southampton,1.6,2.9,Chelsea,Craig Pawson,0.6,0.9,Low,Low,Moderate,Moderate,Low,Away,0,3,Away
07-10-2018 16:30,Liverpool,0.4,1.0,Manchester City,Martin Atkinson,1.1,0.5,Low,Low,Moderate,Moderate,Moderate,Away,0,0,Draw
20-10-2018 12:30,Chelsea,1.8,0.8,Manchester Utd,Mike Dean,1.7,0.5,Low,Moderate,Moderate,Moderate,Low,Home,2,2,Draw
20-10-2018 15:00,Bournemouth,0.9,0.5,Southampton,Lee Probert,2.4,0.4,Low,Low,Moderate,Moderate,Low,Home,0,0,Draw
20-10-2018 15:00,Manchester City,4.0,0.4,Burnley,Jonathan Moss,0.9,1.2,Low,Low,Moderate,Moderate,Low,Home,5,0,Home
20-10-2018 15:00,West Ham,0.8,0.9,Tottenham,Martin Atkinson,1.1,0.3,Low,Low,Moderate,Moderate,Low,Away,0,1,Away
20-10-2018 15:00,Newcastle Utd,1.8,0.8,Brighton,Andre Marriner,0.5,1.0,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
20-10-2018 15:00,Wolves,0.7,1.1,Watford,Lee Mason,1.6,0.0,Low,Low,Moderate,High,Low,Home,0,2,Away
20-10-2018 15:00,Cardiff City,1.5,0.7,Fulham,Kevin Friend,2.0,0.5,Low,Low,Moderate,High,Low,Home,4,2,Home
21-10-2018 16:00,Everton,1.8,1.3,Crystal Palace,Anthony Taylor,0.2,2.1,Low,Moderate,Moderate,High,Moderate,Home,2,0,Home
22-10-2018 20:00,Arsenal,2.7,0.5,Leicester City,Chris Kavanagh,0.7,0.2,Low,Low,Low,High,Low,Home,3,1,Home
27-10-2018 15:00,Brighton,0.9,1.4,Wolves,Anthony Taylor,0.4,1.4,Low,Low,Low,Moderate,Moderate,Home,1,0,Home
27-10-2018 15:00,Southampton,1.1,0.4,Newcastle Utd,Chris Kavanagh,1.3,1.6,Low,Moderate,Low,Moderate,Moderate,Home,0,0,Draw
27-10-2018 15:00,Fulham,0.5,2.0,Bournemouth,Andre Marriner,0.5,1.2,Low,Low,Low,Moderate,Moderate,Away,0,3,Away
27-10-2018 15:00,Liverpool,2.4,0.8,Cardiff City,Stuart Attwell,1.4,0.5,Low,Low,Low,Moderate,Moderate,Away,4,1,Home
27-10-2018 17:30,Leicester City,1.7,1.4,West Ham,Michael Oliver,1.9,1.0,Moderate,Low,Low,High,Moderate,Away,1,1,Draw
28-10-2018 13:30,Burnley,0.4,2.6,Chelsea,Craig Pawson,1.4,1.2,Low,Moderate,Low,Moderate,Moderate,Away,0,4,Away
28-10-2018 13:30,Crystal Palace,2.3,0.9,Arsenal,Martin Atkinson,0.9,0.6,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
28-10-2018 16:00,Manchester Utd,2.3,1.8,Everton,Jonathan Moss,2.1,0.7,Low,Low,Low,Moderate,Low,Home,2,1,Home
29-10-2018 20:00,Tottenham,0.4,1.6,Manchester City,Kevin Friend,1.7,0.3,Low,Moderate,Low,High,Low,Home,0,1,Away
03-11-2018 12:30,Bournemouth,1.6,3.0,Manchester Utd,Paul Tierney,0.7,0.5,Moderate,High,Moderate,High,Moderate,Away,1,2,Away
03-11-2018 15:00,Cardiff City,0.9,2.1,Leicester City,Lee Probert,1.8,1.4,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
03-11-2018 15:00,Everton,2.0,0.5,Brighton,David Coote,0.9,1.1,Moderate,Moderate,Moderate,High,Moderate,Home,3,1,Home
03-11-2018 15:00,Newcastle Utd,0.5,2.0,Watford,Craig Pawson,1.5,0.2,Low,Moderate,Moderate,High,Moderate,Away,1,0,Home
03-11-2018 15:00,West Ham,2.4,1.1,Burnley,Roger East,1.0,0.7,Moderate,High,Moderate,Moderate,Moderate,Home,4,2,Home
03-11-2018 17:30,Arsenal,1.4,1.3,Liverpool,Andre Marriner,0.2,0.8,Moderate,Moderate,Moderate,High,Moderate,Away,1,1,Draw
03-11-2018 19:45,Wolves,2.7,1.4,Tottenham,Mike Dean,1.4,0.2,Low,Moderate,Moderate,High,Moderate,Home,2,3,Away
04-11-2018 15:00,Manchester City,2.2,2.0,Southampton,Lee Mason,1.0,0.3,Moderate,Moderate,Moderate,High,Low,Home,6,1,Home
04-11-2018 16:00,Chelsea,1.7,0.4,Crystal Palace,Michael Oliver,0.7,1.8,Low,Low,Moderate,High,Low,Away,3,1,Home
10-11-2018 12:30,Cardiff City,2.1,0.5,Brighton,Martin Atkinson,1.3,0.9,Moderate,Moderate,Moderate,High,Moderate,Away,2,1,Home
10-11-2018 15:00,Newcastle Utd,2.2,1.6,Bournemouth,Lee Probert,0.8,2.0,Low,Moderate,Moderate,High,Low,Home,2,1,Home
10-11-2018 15:00,Leicester City,1.8,0.4,Burnley,Mike Dean,1.1,0.9,Low,Low,Low,High,Moderate,Home,0,0,Draw
10-11-2018 15:00,Southampton,1.1,1.2,Watford,Simon Hooper,0.4,0.8,Moderate,Low,Moderate,High,Moderate,Away,1,1,Draw
10-11-2018 17:30,Crystal Palace,0.8,1.2,Tottenham,Jonathan Moss,2.8,0.9,Moderate,Moderate,Moderate,High,Low,Home,0,1,Away
11-11-2018 12:00,Liverpool,1.8,0.5,Fulham,Paul Tierney,0.5,1.2,Low,Moderate,Moderate,High,Moderate,Away,2,0,Home
11-11-2018 14:15,Chelsea,1.2,0.3,Everton,Kevin Friend,0.4,0.5,Moderate,Moderate,Moderate,Moderate,Moderate,Home,0,0,Draw
11-11-2018 16:30,Arsenal,0.9,1.9,Wolves,Stuart Attwell,1.7,0.8,Low,Low,Moderate,High,Low,Away,1,1,Draw
11-11-2018 16:30,Manchester City,1.9,1.1,Manchester Utd,Anthony Taylor,0.8,0.5,Low,Low,Moderate,High,Low,Home,3,1,Home
24-11-2018 15:00,Manchester Utd,0.9,1.2,Crystal Palace,Lee Mason,1.4,0.7,Low,Moderate,Low,High,Low,Home,0,0,Draw
24-11-2018 15:00,Fulham,1.3,1.3,Southampton,Michael Oliver,0.2,0.7,Low,Low,Low,High,Moderate,Away,3,2,Home
24-11-2018 15:00,West Ham,0.9,2.7,Manchester City,Andre Marriner,0.4,1.1,Low,Moderate,Low,High,Moderate,Away,0,4,Away
24-11-2018 15:00,Brighton,1.0,1.2,Leicester City,Chris Kavanagh,1.3,0.5,Low,Low,Low,High,Low,Home,1,1,Draw
24-11-2018 15:00,Everton,2.1,1.0,Cardiff City,Paul Tierney,0.3,1.1,Low,Low,Low,High,Moderate,Away,1,0,Home
24-11-2018 15:00,Watford,0.4,1.2,Liverpool,Jonathan Moss,1.3,0.3,Low,Moderate,Low,High,Moderate,Home,0,3,Away
24-11-2018 17:30,Tottenham,3.1,1.0,Chelsea,Martin Atkinson,1.2,0.3,Low,Low,Low,High,Low,Away,3,1,Home
25-11-2018 13:30,Bournemouth,0.6,1.6,Arsenal,Craig Pawson,1.6,0.9,Low,Low,Low,High,Moderate,Away,1,2,Away
26-11-2018 20:30,Burnley,1.8,1.6,Newcastle Utd,Anthony Taylor,0.3,0.8,Low,Low,Low,High,Low,Home,1,2,Away
30-11-2018 20:00,Cardiff City,1.0,0.8,Wolves,Andre Marriner,1.5,2.0,Moderate,Low,Low,High,Moderate,Away,2,1,Home
01-12-2018 15:00,Newcastle Utd,1.0,2.5,West Ham,Paul Tierney,0.5,1.0,Moderate,Moderate,Low,High,Low,Away,0,3,Away
01-12-2018 15:00,Crystal Palace,1.6,0.7,Burnley,Lee Probert,1.2,1.1,Low,High,Moderate,High,Moderate,Home,2,0,Home
01-12-2018 15:00,Leicester City,1.3,1.2,Watford,Graham Scott,1.4,1.5,Low,Low,Moderate,High,Moderate,Home,2,0,Home
01-12-2018 15:00,Manchester City,2.6,0.6,Bournemouth,Stuart Attwell,0.7,1.1,Low,High,Moderate,High,Low,Away,3,1,Home
01-12-2018 17:30,Southampton,0.7,1.1,Manchester Utd,Kevin Friend,1.4,1.1,Low,Moderate,Moderate,High,Moderate,Home,2,2,Draw
02-12-2018 12:00,Chelsea,2.1,0.4,Fulham,Craig Pawson,0.1,0.3,Low,Low,Moderate,High,Moderate,Away,2,0,Home
02-12-2018 14:05,Arsenal,2.7,1.2,Tottenham,Mike Dean,0.8,0.5,Low,Low,Moderate,High,Moderate,Home,4,2,Home
02-12-2018 16:15,Liverpool,2.9,1.1,Everton,Chris Kavanagh,2.1,0.3,Low,Low,Moderate,High,Moderate,Home,1,0,Home
04-12-2018 19:45,West Ham,1.7,2.1,Cardiff City,Graham Scott,0.9,0.5,Moderate,Moderate,Low,High,Low,Home,3,1,Home
04-12-2018 19:45,Brighton,1.3,1.7,Crystal Palace,Kevin Friend,1.4,0.2,Low,Moderate,Low,High,Low,Home,3,1,Home
04-12-2018 20:00,Watford,1.8,2.5,Manchester City,Paul Tierney,0.3,0.8,Moderate,Moderate,Low,High,Low,Away,1,2,Away
05-12-2018 19:45,Wolves,0.7,1.3,Chelsea,Jonathan Moss,0.4,1.2,Moderate,Moderate,Moderate,High,Low,Home,2,1,Home
05-12-2018 19:45,Fulham,1.4,1.2,Leicester City,David Coote,0.7,0.8,Moderate,Moderate,Moderate,High,Low,Home,1,1,Draw
05-12-2018 19:45,Burnley,0.9,2.4,Liverpool,Stuart Attwell,1.6,1.4,Moderate,Moderate,Low,High,Low,Away,1,3,Away
05-12-2018 19:45,Everton,1.8,1.5,Newcastle Utd,Lee Mason,1.2,0.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
05-12-2018 20:00,Manchester Utd,1.1,1.1,Arsenal,Andre Marriner,1.4,0.5,Moderate,High,Moderate,High,Low,Away,2,2,Draw
05-12-2018 20:00,Tottenham,1.6,1.7,Southampton,Anthony Taylor,0.7,0.6,Moderate,Moderate,Moderate,High,Low,Home,3,1,Home
08-12-2018 12:30,Bournemouth,0.3,1.6,Liverpool,Lee Mason,1.7,0.4,Moderate,High,Moderate,High,High,Home,0,4,Away
08-12-2018 15:00,West Ham,1.2,0.7,Crystal Palace,Anthony Taylor,1.1,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,3,2,Home
08-12-2018 15:00,Manchester Utd,2.3,1.2,Fulham,Lee Probert,1.2,1.3,High,High,Low,High,Moderate,Home,4,1,Home
08-12-2018 15:00,Burnley,1.4,1.0,Brighton,Martin Atkinson,0.3,1.1,High,High,Low,High,Moderate,Away,1,0,Home
08-12-2018 15:00,Cardiff City,1.5,0.7,Southampton,Jonathan Moss,1.6,0.2,Moderate,Moderate,Moderate,High,High,Home,1,0,Home
08-12-2018 17:30,Chelsea,0.6,0.9,Manchester City,Michael Oliver,0.6,1.1,High,High,Moderate,High,High,Away,2,0,Home
08-12-2018 19:45,Leicester City,0.4,0.9,Tottenham,Craig Pawson,0.6,0.7,Moderate,Moderate,Low,High,High,Away,0,2,Away
09-12-2018 16:00,Newcastle Utd,0.6,1.8,Wolves,Mike Dean,1.3,0.3,Moderate,High,Low,High,Moderate,Home,1,2,Away
10-12-2018 20:00,Everton,1.7,1.7,Watford,Kevin Friend,1.3,1.3,Moderate,High,Low,High,Low,Home,2,2,Draw
15-12-2018 12:30,Manchester City,1.7,1.5,Everton,Craig Pawson,1.7,0.4,Moderate,Moderate,Low,High,High,Away,3,1,Home
15-12-2018 15:00,Watford,1.4,0.9,Cardiff City,Andy Madley,0.3,0.2,Moderate,Low,Low,High,Moderate,Away,3,2,Home
15-12-2018 15:00,Tottenham,1.7,0.5,Burnley,Graham Scott,0.5,1.8,Moderate,Moderate,Low,High,Moderate,Home,1,0,Home
15-12-2018 15:00,Crystal Palace,0.5,1.0,Leicester City,Michael Oliver,0.6,0.5,Low,Moderate,Low,High,Moderate,Away,1,0,Home
15-12-2018 15:00,Wolves,1.8,0.6,Bournemouth,Simon Hooper,1.2,0.5,Moderate,Low,Low,High,Moderate,Away,2,0,Home
15-12-2018 17:30,Fulham,1.3,0.8,West Ham,Mike Dean,0.7,1.0,Low,Low,Low,High,Moderate,Home,0,2,Away
16-12-2018 13:30,Southampton,1.3,1.9,Arsenal,Chris Kavanagh,1.9,0.4,Low,Low,Low,High,Low,Home,3,2,Home
16-12-2018 13:30,Brighton,0.4,1.2,Chelsea,Stuart Attwell,1.1,1.4,Low,Low,Low,High,Low,Away,1,2,Away
16-12-2018 16:00,Liverpool,2.5,0.7,Manchester Utd,Martin Atkinson,1.0,1.1,Low,Low,Low,High,Low,Away,3,1,Home
21-12-2018 20:00,Wolves,0.9,1.9,Liverpool,Craig Pawson,0.5,0.8,Moderate,Moderate,Low,High,Moderate,Away,0,2,Away
22-12-2018 12:30,Arsenal,1.6,1.2,Burnley,Kevin Friend,0.7,1.1,Moderate,High,Moderate,High,Moderate,Home,3,1,Home
22-12-2018 15:00,Bournemouth,0.8,0.8,Brighton,Mike Dean,0.7,1.0,Low,Moderate,Moderate,High,Moderate,Home,2,0,Home
22-12-2018 15:00,Manchester City,1.5,0.9,Crystal Palace,Andre Marriner,0.9,0.7,Low,Moderate,Low,High,Moderate,Away,2,3,Away
22-12-2018 15:00,West Ham,2.0,2.3,Watford,Lee Mason,0.9,0.3,Moderate,Low,Moderate,High,Moderate,Home,0,2,Away
22-12-2018 15:00,Chelsea,2.4,0.5,Leicester City,Lee Probert,0.8,0.3,Moderate,Low,Moderate,Moderate,Moderate,Home,0,1,Away
22-12-2018 15:00,Newcastle Utd,0.4,0.2,Fulham,Martin Atkinson,0.2,0.9,Low,High,Low,High,Moderate,Away,0,0,Draw
22-12-2018 17:30,Cardiff City,1.4,2.8,Manchester Utd,Michael Oliver,0.9,1.0,Low,Moderate,Low,High,Low,Away,1,5,Away
23-12-2018 16:00,Everton,0.9,2.0,Tottenham,Paul Tierney,0.2,0.8,Low,Moderate,Low,High,Low,Away,2,6,Away
26-12-2018 12:30,Fulham,1.2,1.4,Wolves,Andre Marriner,2.6,0.6,Moderate,Moderate,Low,High,Low,Away,1,1,Draw
26-12-2018 15:00,Burnley,2.0,1.5,Everton,Michael Oliver,2.6,0.4,Moderate,Moderate,Low,High,Low,Away,1,5,Away
26-12-2018 15:00,Liverpool,2.9,0.5,Newcastle Utd,Graham Scott,4.4,1.3,Moderate,Moderate,Low,High,Low,Home,4,0,Home
26-12-2018 15:00,Leicester City,1.3,1.4,Manchester City,Mike Dean,0.8,0.7,Moderate,Moderate,Low,High,Low,Home,2,1,Home
26-12-2018 15:00,Tottenham,1.7,1.1,Bournemouth,Chris Kavanagh,0.4,0.8,High,Moderate,Low,High,Low,Home,5,0,Home
26-12-2018 15:00,Crystal Palace,2.1,0.9,Cardiff City,Lee Probert,0.7,0.6,Moderate,Moderate,Low,High,Low,Home,0,0,Draw
26-12-2018 17:15,Brighton,1.1,0.8,Arsenal,Anthony Taylor,1.5,0.5,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
26-12-2018 19:30,Watford,1.2,1.9,Chelsea,Martin Atkinson,0.7,0.1,Moderate,Moderate,Low,High,Low,Away,1,2,Away
27-12-2018 19:45,Southampton,1.2,1.2,West Ham,Craig Pawson,0.8,2.0,Low,Moderate,Low,High,Low,Away,1,2,Away
29-12-2018 15:00,Watford,1.3,0.7,Newcastle Utd,Roger East,0.6,1.3,High,High,Moderate,High,Moderate,Home,1,1,Draw
29-12-2018 15:00,Brighton,1.1,0.7,Everton,Andy Madley,0.8,0.8,High,High,Moderate,High,Low,Away,1,0,Home
29-12-2018 15:00,Leicester City,1.8,0.6,Cardiff City,Simon Hooper,0.4,1.2,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
29-12-2018 15:00,Tottenham,0.3,0.9,Wolves,Stuart Attwell,0.8,0.8,Moderate,Moderate,Moderate,High,Moderate,Away,1,3,Away
29-12-2018 17:30,Liverpool,3.8,1.0,Arsenal,Michael Oliver,0.1,0.4,Moderate,High,Low,High,Low,Away,5,1,Home
30-12-2018 12:00,Crystal Palace,0.2,0.9,Chelsea,Craig Pawson,1.3,0.3,Moderate,Moderate,Low,High,Low,Away,0,1,Away
30-12-2018 14:15,Southampton,0.2,2.5,Manchester City,Paul Tierney,1.3,0.4,High,High,Low,High,Low,Away,1,3,Away
30-12-2018 14:15,Burnley,2.7,0.8,West Ham,David Coote,0.7,1.3,Moderate,High,Low,High,Moderate,Home,2,0,Home
30-12-2018 16:30,Manchester Utd,2.9,0.5,Bournemouth,Lee Mason,1.6,0.5,Low,High,Moderate,High,Low,Home,4,1,Home
01-01-2019 12:30,Everton,1.0,0.6,Leicester City,Martin Atkinson,1.9,1.4,High,Moderate,Low,High,Moderate,Away,0,1,Away
01-01-2019 15:00,Arsenal,4.5,1.4,Fulham,Graham Scott,0.8,1.2,High,Moderate,Moderate,High,Low,Home,4,1,Home
